,Unnamed: 0,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
6913,6913,55,3581,3,1,5,71946.11833106307,0.07,95201.9,107831.08464855108
6914,6914,53,3581,2,1,3,31938.052047418456,0.24,132017.47,146234.28449427924
6915,6915,59,1535,2,3,4,87533.13225395995,0.11,47134.24,118781.85832651035
6916,6916,60,1779,3,3,3,-310593.2822093865,0.16,60851.46,-265080.549225937
6917,6917,58,2028,3,2,5,79557.20553215343,0.33,58228.8,154777.36527589743
6918,6918,36,1887,1,1,1,463651.83574899856,0.12,80732.85,509013.2259487105
6919,6919,41,1778,1,1,1,275779.0924415026,0.26,49678.21,331258.05843248824
6920,6920,41,1932,1,1,1,-3907.100666667397,0.16,31400.18,26837.884054689406
6921,6921,57,1712,1,1,1,-122727.34419870222,0.0,100592.15,-107727.34419870222
6922,6922,51,1691,1,1,1,351546.7269378418,0.01,45019.29,367957.6026740962
6923,6923,42,1771,1,1,1,-76321.61552835736,0.21,52561.51,-26729.48976365176
6924,6924,40,1891,1,1,1,124369.68297288608,0.14,25510.95,150562.63881677407
6925,6925,44,1879,1,1,1,77891.51080668214,0.24,145075.28,202009.10505518134
6927,6927,48,1744,1,1,1,223133.9922564739,0.32,77752.46,316108.7869708931
6928,6928,55,1816,1,1,1,-90156.34200563816,0.24,38903.28,-45895.44847521896
6930,6930,47,1904,3,1,3,-133825.53588788165,0.32,80071.29,-38525.28043270085
6931,6931,51,2528,2,2,5,-5767.15420446965,0.0,98158.28,9232.84579553035
6932,6932,36,2207,1,1,1,-42441.933922428616,0.16,150034.43,47789.79430420819
6933,6933,37,1593,3,1,3,104632.7521370724,0.2,24700.89,135114.95381768042
6934,6934,55,1525,1,1,1,49101.7978152558,0.09,70915.85,84103.9139909598
6935,6935,36,1705,3,1,3,146651.49326205257,0.2,65741.25,202857.26727405257
6936,6936,47,1825,3,2,5,-55540.53992224571,0.34,115401.73,82424.4163549095
6937,6937,55,2025,2,2,4,193777.7688874949,0.3,5796.02,207921.10560791093
6938,6938,41,1860,3,1,3,121505.53136602991,0.18,19436.54,147469.84840188912
6939,6939,57,1787,1,1,1,-48276.33806648452,0.28,130484.88,81224.41554206591
6940,6940,35,1896,2,1,4,-8804.73963808581,0.02,31656.18,8179.42920440379
6941,6941,46,2069,3,2,5,78695.28737426306,0.03,49595.59,98358.16952253025
6942,6942,49,1432,3,3,3,44796.54539180653,0.11,73904.17,85273.74867224973
6943,6943,47,3249,2,1,4,71946.47682011388,0.08,155138.35,125841.96962376188
6944,6944,55,2950,1,1,1,117457.56419103048,0.11,53890.89,151035.53021776487
6945,6945,49,3136,3,1,5,181220.2890959828,0.18,70036.68,235728.5741950292
6947,6947,44,1735,1,2,1,27361.49266335498,0.32,61971.44,104510.14123546379
6948,6948,48,3510,3,1,3,154034.22004932162,0.2,127118.24,248710.30576784964
6949,6949,52,1613,1,1,1,-174427.1377287965,0.03,132976.28,-146924.9631976541
6950,6950,39,1779,1,1,1,-114113.226006666,0.12,59735.9,-76648.20750637799
6951,6951,45,1940,1,1,1,78455.95490454625,0.01,73711.69,95766.03209366465
6952,6952,50,1753,3,1,2,72259.89320625084,0.13,72261.91,116700.23935935964
6953,6953,46,1635,3,1,3,129898.75302114389,0.04,66722.11,153262.8659221423
6954,6954,43,2733,2,1,3,199424.0995471132,0.29,21942.99,234366.79817661882
6955,6955,45,3293,1,1,1,185616.2812953283,0.21,12163.68,208621.5221706691
6956,6956,51,3233,3,1,3,-210844.0581977471,0.0,74410.57,-195844.0581977471
6957,6957,50,2950,1,1,1,-98268.664795416,0.31,32547.47,-51648.1415334208
6958,6958,46,1672,1,1,1,91606.12827140906,0.26,28828.11,130095.94572405868
6959,6959,51,3350,1,1,1,-44130.53722780537,0.11,142169.72,19880.051170165832
6960,6960,59,1818,1,1,1,45648.39458092328,0.22,51341.51,96046.61600726249
6961,6961,56,2950,1,1,1,109076.4085567422,0.29,19004.85,141348.8037977262
6962,6962,36,1865,1,1,1,-65134.8208492736,0.27,12008.08,-39974.031214496
6963,6963,49,3119,1,1,1,58314.63532051152,0.33,48854.69,123840.10100125874
6964,6964,51,1606,1,1,1,73215.89148462143,0.01,37127.11,89379.43135067103
6965,6965,53,1816,1,1,1,117635.65095104328,0.32,112627.58,245585.2917686049
6966,6966,52,3078,3,1,3,71314.47670297326,0.11,212661.62,159625.94644396845
6967,6967,49,1251,1,3,1,23756.951644356646,0.11,313715.94,146905.17623973906
6968,6968,40,1940,3,1,3,91584.2900090365,0.06,84732.64,122517.0902612989
6969,6969,60,3396,1,1,1,241985.78170059616,0.31,70637.5,325611.5370025962
6970,6970,46,1953,1,1,1,291236.26652991754,0.14,47850.62,327230.7758195624
6971,6971,53,3495,1,1,1,6296.595077324348,0.0,174385.84,21296.595077324346
6972,6972,35,1810,1,1,1,84586.21475479064,0.27,100550.0,184667.87625079064
6973,6973,50,3398,2,1,3,-39424.92979201312,0.22,31793.21,-2504.595009609923
6974,6974,49,1744,1,1,1,47665.91123573611,0.18,113049.1,126437.86720210411
6975,6975,50,1718,1,1,1,-72714.33078805679,0.04,49467.57,-51513.20284983599
6976,6976,45,1880,3,1,3,107574.1140475497,0.16,48523.69,146905.33627856406
6977,6977,42,1887,3,1,3,83871.27024796102,0.3,19092.08,116821.27729602501
6978,6978,44,3392,2,1,3,81291.7474326664,0.08,121815.59,126832.7284616456
6979,6979,53,1786,1,1,1,145092.47694159872,0.31,197737.18,352198.13369314757
6980,6980,54,3256,2,1,3,20822.375578113508,0.05,37324.97,41671.07893720951
6981,6981,47,3115,1,1,1,-230481.75145519924,0.2,54624.43,-181243.85792390324
6982,6982,52,2950,1,1,1,45795.70958143499,0.2,87425.94,115593.16972140298
6984,6984,50,3194,2,1,5,-2062.458576753066,0.28,223437.17,209004.12284756056
6985,6985,41,2733,2,1,5,167334.4763442039,0.21,152424.7,282649.2198142359
6986,6986,40,2871,2,1,5,129411.85424150345,0.08,74288.5,163037.08660438345
6987,6987,52,2950,3,1,5,61233.314845952125,0.12,28989.98,87135.64388130573
6988,6988,48,3136,1,1,1,-143235.87213831453,0.28,51414.21,-83119.79592175773
6989,6989,49,1672,1,1,1,93359.97636384028,0.18,33411.23,127207.53453407068
6990,6990,40,3664,3,1,5,62763.855929623474,0.03,136352.21,90583.42891758028
6991,6991,38,3664,2,1,5,157548.4254844786,0.32,47940.22,220625.731502373
6992,6992,56,3255,1,1,1,3464.992020586258,0.02,80294.48,23497.74725005186
6993,6993,55,1721,1,1,1,248744.4323971608,0.3,136545.4,392121.7958054808
6994,6994,60,3255,3,1,5,-55198.27167066559,0.33,56176.19,17899.08111000161
6995,6995,54,2777,1,2,1,-47174.89751227093,0.12,62080.22,-8828.245150760531
6996,6996,56,1857,3,2,3,-271212.82899990655,0.24,156692.07,-138357.72841890174
6999,6999,59,3511,2,1,3,-136160.1696999056,0.18,78440.79,-76911.05488300639
7000,7000,50,3467,2,1,3,-256217.41905045207,0.06,28153.69,-235923.50729302166
7001,7001,50,3194,2,1,5,245013.21953181925,0.02,35682.88,262249.7767761329
7002,7002,47,3255,2,1,3,121014.26563963293,0.01,82473.25,138598.9245117529
7003,7003,50,3194,2,1,5,-104611.66107638372,0.01,24594.49,-88840.88550025733
7004,7004,43,1756,1,1,1,99363.11932745588,0.18,57472.11,146783.6239419487
7005,7005,37,3192,2,1,5,43567.49951354044,0.1,45391.26,72792.82989347645
7006,7006,59,1991,2,4,1,718552.7671946675,0.28,93569.45,815660.1541941235
7008,7008,60,3007,2,1,3,82737.18302148597,0.2,35808.78,120181.66797310195
7009,7009,54,2950,3,1,4,88769.86999492346,0.09,38260.77,114561.48239908824
7010,7010,42,3466,2,1,5,-125289.34016544207,0.16,205603.07,-7193.842120078865
7011,7011,37,3466,3,1,3,-200971.0969448276,0.34,98123.04,-81417.24559977796
7012,7012,36,3370,1,4,1,53058.91634102798,0.08,155784.82,107116.48879314958
7013,7013,47,3197,1,4,1,-298614.63680492184,0.13,91513.88,-246330.8132108034
7014,7014,58,3519,1,1,1,128160.20893241452,0.19,4000.96,136544.01192234096
7015,7015,40,1734,2,3,1,10392.75154182464,0.3,17802.78,42130.58348444864
7016,7016,51,1688,1,1,1,107462.83481287226,0.33,21039.01,144221.35539118104
7017,7017,37,1779,1,1,1,63555.9870467556,0.01,135323.67,82796.9442574068
7018,7018,37,1779,3,1,5,25202.187157016207,0.33,83373.88,126427.36047427064
7019,7019,43,1940,1,1,1,-80083.46866561474,0.31,109269.79,41074.335198351655
7021,7021,47,1913,1,1,1,49142.73273027585,0.07,9571.27,65599.34006358625
7022,7022,52,1600,3,1,3,103914.42001373334,0.19,104726.9,181273.82640862933
7023,7023,44,1687,1,1,1,-24844.28840383269,0.22,82084.81,46750.39064084251
7025,7025,38,3039,3,1,5,20917.9016783338,0.01,204904.47,42339.476629273006
7026,7026,40,1756,3,1,4,71563.83287364572,0.2,43425.57,113782.42430234971
7027,7027,38,1756,2,1,5,94388.99658517008,0.0,42046.38,109388.99658517008
7028,7028,57,3113,2,1,3,89145.40329733955,0.22,118639.31,185943.16431465474
7029,7029,45,1386,3,1,5,-183762.75760763345,0.3,28099.22,-142344.41046865744
7030,7030,46,1386,2,3,4,-187697.628134901,0.32,94406.43,-78021.2410601874
7031,7031,38,1748,1,1,1,-137561.3655763197,0.16,198813.34,-22870.440215321287
7032,7032,60,3088,1,1,1,417825.8478999364,0.34,41444.61,476986.66469682276
7033,7033,55,3228,2,1,3,37480.551406425766,0.24,45030.16,86349.74488876817
7034,7034,58,3228,3,1,3,-64145.389748074886,0.25,61163.67,-1224.6329217948878
7035,7035,56,3228,1,1,1,162861.5063566954,0.09,180065.74,228649.81180243302
7036,7036,53,3350,1,1,1,-277253.94288646814,0.32,174304.44,-87451.07585419936
7037,7037,57,3342,2,1,4,-138366.8444440199,0.25,46829.56,-86676.63345697991
7038,7038,46,1872,1,1,1,93583.37166810286,0.34,62870.98,175574.8050443781
7039,7039,47,1699,1,4,1,87784.99213911661,0.18,96542.27,157245.3053245662
7041,7041,49,1635,3,1,3,-105285.2666436732,0.09,84761.52,-66377.92053882839
7042,7042,54,1724,1,1,1,77049.58697009092,0.08,11053.19,94820.78617455813
7043,7043,46,1892,1,1,1,-211845.7947717149,0.31,133309.89,-67332.5491093325
7044,7044,44,3548,3,1,5,-343807.90685906063,0.07,23678.42,-323613.4411587822
7045,7045,54,3215,1,1,1,258524.81040766745,0.22,51089.34,308749.1692129603
7046,7046,56,1712,3,1,2,-159804.81898899257,0.14,82436.81,-108635.58286721015
7047,7047,41,1930,2,1,3,111404.25073875274,0.13,149201.78,187190.7985875432
7048,7048,50,3257,2,1,5,32287.954709265014,0.24,4809.24,43119.058797738624
7049,7049,49,1672,1,1,1,25851.487619016203,0.22,48295.61,74149.66479962741
7050,7050,46,1696,1,1,1,583239.9629910061,0.24,75054.27,654691.6298806189
7051,7051,43,4414,3,2,5,-209403.5431252572,0.32,29220.45,-165099.53666407318
7052,7052,58,3228,1,1,1,35850.66205952352,0.05,3659.64,41913.57593667552
7053,7053,35,1848,1,1,1,39767.4697900188,0.26,15984.88,67792.3234208156
7054,7054,38,3840,2,1,5,113656.11747044369,0.32,20073.03,148786.54670118928
7055,7055,50,3510,1,1,1,125395.254467994,0.21,82340.21,194585.5336249716
7056,7056,37,1734,1,3,1,-129090.0954019796,0.03,116936.08,-103095.98967765321
7057,7057,55,1660,2,4,5,266054.22528189706,0.3,54369.79,332171.65793992905
7058,7058,47,1658,1,1,1,-72122.86629531134,0.3,54071.71,-6285.682730143337
7060,7060,58,1667,2,4,5,49362.299314946176,0.14,112188.61,113585.16862860059
7061,7061,52,1667,3,1,5,19033.009483229533,0.09,123531.71,68875.65206317994
7062,7062,54,1667,3,1,3,-172343.0449433611,0.15,45783.28,-135820.7645348491
7063,7063,57,3296,1,1,1,320392.8057511848,0.21,106440.19,405443.92184163124
7064,7064,42,1617,1,1,1,38009.37766184819,0.05,73717.83,64560.72572579219
7065,7065,37,1430,1,3,1,87154.97705274825,0.06,30898.94,107965.09507841866
7066,7066,59,2216,3,2,3,218494.4741520249,0.09,81134.89,256378.9138884585
7067,7067,49,1883,2,1,3,562835.7603117157,0.14,94593.72,619338.8533391845
7069,7069,44,1576,1,1,1,71711.92933868333,0.02,51006.88,89908.97528827692
7070,7070,60,3600,2,1,3,35535.22875692862,0.31,10930.48,61154.410435405414
7071,7071,53,3061,1,1,1,-104731.55555097193,0.11,98597.91,-55741.60618685832
7072,7072,42,2200,1,4,1,-9298.540037165074,0.13,37067.97,20803.383894724528
7073,7073,50,2250,2,2,3,86587.92813713325,0.08,59501.77,116505.90726247086
7074,7074,40,3400,2,2,5,167.7994790297223,0.16,51916.4,41200.22747109372
7075,7075,50,1592,3,1,1,23662.56901510429,0.16,65850.74,71682.0897691267
7076,7076,46,1482,1,4,1,507613.3319079895,0.35,25681.2,550782.4649291094
7077,7077,54,2286,3,2,5,-203588.28986662143,0.22,118276.63,-107040.58434917181
7079,7079,46,3185,1,1,1,234777.3530804953,0.21,100353.52,315822.6699819865
7080,7080,56,2151,3,2,3,10366.4355757544,0.16,18871.5,34829.1672915944
7081,7081,46,1698,1,1,1,73239.74640867535,0.26,81501.02,154648.68136850256
7082,7082,55,3153,1,1,1,4336.024092156959,0.24,91519.29,88171.76752226255
7083,7083,57,1653,1,1,1,44834.19410805883,0.02,81817.74,64962.42532455163
7084,7084,51,1377,3,1,3,154826.8637884955,0.13,59037.32,193879.3575123931
7085,7085,50,3248,1,1,1,124614.55999874522,0.28,83734.53,213091.7842415676
7086,7086,57,3154,3,1,3,97723.5377190406,0.02,47509.93,115701.3993187302
7087,7087,53,3024,2,1,1,-141989.3188236141,0.13,69616.47,-98626.75582524449
7088,7088,38,3536,2,1,5,41432.59677722928,0.07,60705.89,69749.98296304207
7089,7089,54,3126,2,1,3,103273.8832536191,0.33,26712.9,145900.3345151711
7090,7090,54,3126,3,1,3,83225.14369813814,0.13,62295.9,123605.22097425014
7092,7092,46,1502,1,4,1,188260.71344063192,0.01,71657.43,205506.41143607674
7093,7093,48,1732,1,1,1,114798.01665311473,0.2,47287.17,159437.0095333387
7094,7094,54,1344,2,1,3,10302.235218266029,0.07,58045.04,38035.89605168683
7095,7095,54,1426,2,3,3,13718.087297559485,0.3,75455.45,99659.85264291949
7096,7096,54,1377,3,1,1,87454.9064968446,0.14,114006.03,152475.1707256158
7097,7097,52,3099,3,1,3,83775.61697575693,0.12,26402.18,108704.74606141454
7098,7098,50,3099,2,1,3,13575.356697119125,0.09,73383.9,49273.59683985513
7099,7099,47,1260,2,3,1,322586.52551918966,0.08,54276.73,351194.50936793204
7100,7100,60,1651,1,3,1,-176721.8368538604,0.25,110711.31,-74981.2968498204
7101,7101,40,1428,1,3,1,681094.3277475233,0.02,102536.24,702521.1680243361
7102,7102,46,2754,1,2,1,94402.37637478126,0.16,21090.05,119977.55508466925
7103,7103,37,1613,1,1,1,86470.44069568579,0.23,139010.98,201670.2890576602
7104,7104,37,1879,1,1,1,-22822.380328990523,0.33,63491.44,57840.39580859669
7105,7105,53,1674,1,1,1,-148822.23496143392,0.13,127258.88,-81975.48086571551
7106,7106,53,1767,1,1,1,5670.191997885747,0.35,167447.68,204339.80136185375
7107,7107,48,2391,1,2,1,344940.952874076,0.34,163262.21,533903.0807759864
7108,7108,43,1699,3,1,1,-111981.125422383,0.29,80158.18,-24130.04968340381
7109,7109,38,1824,1,1,1,-7638.342454410184,0.16,31055.58,22933.84957165062
7110,7110,38,1913,1,4,1,-213609.3219362302,0.13,122699.46,-148620.1288025374
7111,7111,59,1714,1,4,1,-136869.8520329744,0.23,7087.4,-121130.11669150236
7112,7112,53,1377,3,3,5,-80533.70193499252,0.23,20888.49,-50477.16805176532
7113,7113,57,1377,2,3,5,-32622.85510437143,0.24,140926.01,88373.88795371499
7114,7114,56,3126,1,1,1,17011.939682042,0.17,201484.96,139356.9045144772
7115,7115,43,2778,1,3,1,26972.42336161796,0.03,47304.27,46419.880002819555
7116,7116,50,1746,1,1,1,519537.0412976501,0.15,90669.27,577159.794699658
7117,7117,58,3574,2,1,3,127098.64032468958,0.33,61105.99,205294.38674398075
7118,7118,41,1919,1,4,1,39385.83655564154,0.34,139539.41,203070.41389767997
7119,7119,47,3173,2,1,5,-25507.124416735493,0.34,16307.23,6868.852736739711
7120,7120,49,3173,3,1,5,-96989.3834246248,0.26,227626.1,103485.6802010712
7121,7121,50,2986,1,1,1,-109755.6428340376,0.19,38958.7,-71557.7690698296
7122,7122,37,2972,1,1,1,-222434.1354947124,0.15,32243.96,-192276.5594407284
7123,7123,55,2944,1,1,1,174280.52394515247,0.28,43606.75,227545.53777219247
7124,7124,42,1738,1,1,1,-111982.92295470105,0.31,57145.28,-41465.13138585625
7125,7125,58,1570,2,1,3,63374.43913846538,0.21,37343.78,102951.37260726218
7126,7126,59,1570,3,1,3,8238.704489041962,0.14,83125.74,59710.20936481157
7127,7127,48,1692,3,1,3,-95356.5131739452,0.05,30816.21,-75527.7116788172
7128,7128,53,1415,1,3,1,5257.115881129816,0.28,10521.51,29489.762790870616
7129,7129,44,1605,1,4,1,5003.205622855381,0.28,107320.26,114176.9569989962
7130,7130,36,1814,1,4,1,108120.15967173876,0.24,62451.49,170092.71313525236
7132,7132,47,3185,3,1,5,132803.69385492793,0.18,75498.49,190393.03229112315
7133,7133,43,1716,1,1,1,219153.98612540847,0.0,12523.93,234153.98612540847
7134,7134,55,3296,3,1,3,-75114.31094200582,0.07,41024.08,-51114.632059484225
7135,7135,45,1617,1,1,1,253069.3311792753,0.07,97659.2,289493.36896205926
7136,7136,47,1698,1,1,1,-73137.59774496894,0.24,98405.8,15877.797269943065
7137,7137,48,1681,1,1,1,110080.28194093006,0.26,70355.44,182407.53795600845
7138,7138,52,3911,2,1,3,162477.62621461725,0.04,104442.44,190570.26312037086
7139,7139,41,1617,1,1,1,67156.63920907695,0.13,24718.41,92227.20815410576
7140,7140,54,3153,1,1,1,48164.34003808252,0.05,23352.22,66823.55818497852
7141,7141,50,2582,3,2,5,65559.69809433428,0.11,74550.38,106259.67126085909
7142,7142,49,2202,3,2,3,118092.552767502,0.19,7312.38,133415.2636437612
7143,7143,36,1327,3,3,3,632.2264993962985,0.11,29541.83,25816.2689991131
7144,7144,43,1649,1,1,1,205099.1513063014,0.04,53115.43,226757.56563560062
7145,7145,51,1648,1,4,1,-22021.88803741092,0.26,3149.36,-14731.675940361318
7146,7146,59,1261,3,3,5,103800.50459412532,0.26,69532.01,175456.8106098789
7147,7147,59,1372,1,1,1,264786.19078603026,0.29,31273.8,308209.1162123023
7148,7148,53,3126,1,1,1,116099.49220739093,0.2,95542.56,190984.3458706229
7149,7149,54,1667,1,1,1,-13444.733495965658,0.15,46871.92,23589.306125602343
7150,7150,54,3621,2,1,3,84410.68440387471,0.01,45128.09,100824.9698624971
7152,7152,56,3040,3,1,2,40700.040809017904,0.27,67963.56,113208.27159950112
7153,7153,37,3536,2,1,4,114388.03633914144,0.25,18417.35,143817.73538654146
7154,7154,59,3040,1,1,1,25462.46806198905,0.04,5866.3,34997.30241226105
7155,7155,42,1753,3,1,3,34385.7331682219,0.01,231777.12,56649.4797716651
7156,7156,52,3126,3,1,5,47077.78161299228,0.17,149663.72,141813.9900133187
7157,7157,49,3126,2,1,5,103589.23320602567,0.0,11284.79,118589.23320602567
7158,7158,55,3040,3,1,5,-381418.12492605246,0.25,82134.93,-302066.7214299325
7159,7159,59,2944,1,1,1,601961.2674996869,0.06,70876.6,630288.631197543
7160,7160,51,1891,1,4,1,-90208.5405574075,0.06,46698.36,-66427.5602647099
7161,7161,45,3266,1,1,1,-56735.228263981866,0.09,23375.0,-35142.210403981866
7162,7162,48,3091,2,1,5,-130252.6923718826,0.23,10362.38,-107783.4341545162
7164,7164,45,3173,3,1,5,-90208.3651612176,0.16,12007.05,-69187.67296140961
7165,7165,45,3091,2,1,5,260392.4139041416,0.07,152042.38,308746.7900786792
7166,7166,44,1398,2,4,5,-196365.31492061523,0.12,103961.98,-142268.09191022164
7167,7167,52,3153,3,1,4,-374054.4357505163,0.23,97246.05,-288958.96945137234
7168,7168,40,3217,1,1,1,133666.60338722312,0.04,38913.83,153544.7414966183
7169,7169,46,1698,1,1,1,364694.486539215,0.03,9535.75,379894.644445575
7170,7170,59,3296,1,1,1,71592.8969988235,0.22,26091.64,104582.1935757323
7171,7171,55,3296,3,1,2,-159604.33416735107,0.31,35915.42,-109711.77958248385
7172,7172,46,1367,3,3,5,48636.25062920255,0.29,12138.34,74668.07703401215
7173,7173,48,1367,2,3,3,15674.38481876696,0.0,20904.06,30674.384818766957
7174,7174,54,1426,2,3,4,-229492.5579352187,0.06,18549.21,-211004.63571578512
7175,7175,37,1226,1,3,1,3590.2679963922,0.11,105159.22,54842.1171782834
7176,7176,41,1649,1,1,1,192495.80125324425,0.1,25217.9,215398.92971868426
7177,7177,52,1653,1,1,1,-115157.92754951864,0.24,75690.68,-43227.58828956344
7178,7178,53,1653,1,1,1,-9975.394536653215,0.27,81224.73,73753.94393141239
7179,7179,35,2938,1,1,1,164163.25861197742,0.03,32017.48,182173.48060801582
7180,7180,55,3154,1,1,1,133471.34923447075,0.0,140182.66,148471.34923447075
7181,7181,37,1674,1,3,1,-69631.20082177577,0.19,31252.55,-36021.93742978377
7182,7182,50,1290,1,3,1,750842.3176103287,0.19,6822.23,765137.9447278118
7183,7183,57,1290,1,3,1,22315.830744744515,0.07,28315.97,43527.661387798915
7184,7184,41,1440,1,3,1,80785.79469991238,0.27,35961.66,126215.21074122758
7185,7185,38,1411,3,3,5,-64178.12527082042,0.24,15170.6,-37767.63979523641
7187,7187,60,1461,1,3,1,65346.073144812144,0.07,49771.38,91264.69551342975
7188,7188,47,1418,2,3,5,17945.271577854568,0.0,102723.01,32945.27157785457
7189,7189,56,1299,1,1,1,27051.26305917848,0.19,37954.11,64650.95587780089
7190,7190,51,1299,1,3,1,117725.24214588838,0.14,50133.78,154721.4902600196
7191,7191,42,1514,1,3,1,-215596.17429466447,0.08,103705.23,-174595.7299998421
7192,7192,43,1361,2,3,4,-330246.1240488984,0.2,24472.45,-299907.1056362584
7193,7193,40,1284,1,3,1,108333.06676134696,0.22,28289.78,142837.90595564456
7194,7194,43,1284,1,3,1,-101784.474588869,0.11,10259.02,-83247.8522575698
7195,7195,39,1387,2,3,5,141818.48565852808,0.13,181167.01,230628.0415632049
7196,7196,37,1690,1,1,1,399108.58293484687,0.01,63831.63,416109.0253668037
7197,7197,53,1794,1,1,1,34095.64052775087,0.33,25965.99,75949.63830384208
7198,7198,42,1725,1,1,1,-11935.176590925328,0.28,127107.86,114602.23494342348
7199,7199,45,1812,3,1,3,24223.32085908403,0.02,86729.9,44659.43997681203
7200,7200,40,1680,1,4,1,212962.86038528764,0.05,71321.02,239138.63599202363
7201,7201,53,1776,1,1,1,324906.8587350845,0.18,45392.47,365513.1359902301
7202,7202,46,1803,1,1,1,430988.1774264295,0.19,53384.71,477775.98768495594
